Etiqueta de rotatividade,Duração da conta (em meses),Chamadas locais,Minutos Local,Chamadas internacionais,Minutos Internacional,Plano Internacional Ativo,Plano internacional,Tarifas internacionais extras,Chamadas de atendimento ao cliente,Média mensal de GB para download,Plano de Dados Ilimitado,Cobranças extras de dados,Estado,Gênero,Idade,Menos de 30,Idoso,Grupo,Número de Clientes por Grupo,Proteção de Dispositivo & Online Backup,Tipo de Contrato,Modo de Pagamento,Cobrança Mensal,Total de Cobranças,Categoria de Rotatividade,Motivo da Rotatividade
Não,46,107,228.9,0.0,0.0,Não,Não,0.0,1,18,Sim,0,LA,Masculino,33,Não,Não,Não,0,Sim,Mensal,Cartão de Crédito,49,2228,,
Não,50,143,353.1,0.0,0.0,Não,Não,0.0,2,2,Não,6,VT,Masculino,52,Não,Não,Não,0,Não,Mensal,Débito Automático,39,1977,,
Não,72,217,862.1,0.0,0.0,Não,Não,0.0,2,6,Sim,0,CT,Masculino,42,Não,Não,Não,0,Sim,2 Anos,Débito Automático,52,3741,,
Não,70,121,420.0,0.0,0.0,Não,Não,0.0,2,7,Sim,0,MI,Masculino,34,Não,Não,Não,0,Sim,2 Anos,Débito Automático,34,2397,,
Não,67,220,602.5,0.0,0.0,Não,Não,0.0,1,0,Não,0,ME,Feminino,49,Não,Não,Não,0,Não,2 Anos,Cartão de Crédito,16,1061,,
Não,52,310,519.1,0.0,0.0,Não,Não,0.0,2,2,Sim,0,MD,Masculino,63,Não,Não,Não,0,Não,Anual,Débito Automático,49,2538,,
Não,31,159,466.9,0.0,0.0,Não,Não,0.0,0,0,Não,0,VA,Feminino,55,Não,Não,Não,0,Não,Anual,Débito Automático,13,393,,
Não,34,171,509.1,0.0,0.0,Não,Não,0.0,1,19,Não,0,NJ,Feminino,28,Sim,Não,Não,0,Não,Mensal,Débito Automático,31,1039,,
Não,66,203,526.8,0.0,0.0,Não,Não,0.0,2,3,Sim,0,DC,Masculino,69,Não,Sim,Não,0,Sim,Anual,Débito Automático,48,3159,,
Não,46,313,556.1,0.0,0.0,Não,Não,0.0,2,6,Sim,0,DC,Masculino,48,Não,Não,Não,0,Não,Mensal,Cartão de Crédito,56,2591,,
Não,40,307,483.2,0.0,0.0,Não,Não,0.0,1,0,Não,0,WI,Masculino,41,Não,Não,Não,0,Não,Anual,Débito Automático,7,285,,
Não,14,82,213.9,0.0,0.0,Não,Não,0.0,1,0,Não,0,IN,Masculino,29,Sim,Não,Não,0,Não,Mensal,Cartão de Crédito,12,175,,
Não,55,299,608.9,0.0,0.0,Não,Não,0.0,1,5,Não,6,ID,Masculino,73,Não,Sim,Não,0,Sim,2 Anos,Débito Automático,65,3597,,
Não,13,23,65.4,26.0,131.3,Sim,Sim,0.0,2,14,Sim,0,NH,Feminino,21,Sim,Não,Não,0,Não,Anual,Cartão de Crédito,21,279,,
Não,15,131,245.7,0.0,0.0,Não,Não,0.0,1,3,Sim,0,AZ,Masculino,55,Não,Não,Não,0,Não,Anual,Cartão de Crédito,31,476,,
Não,71,87,284.5,0.0,0.0,Não,Não,0.0,0,6,Sim,0,MO,Masculino,76,Não,Sim,Não,0,Sim,2 Anos,Cartão de Crédito,40,2840,,
Não,35,163,417.5,0.0,0.0,Não,Não,0.0,0,2,Não,27,ND,Feminino,41,Não,Não,Não,0,Sim,Anual,Débito Automático,28,960,,
Não,49,223,730.3,0.0,0.0,Não,Não,0.0,1,2,Sim,0,CT,Feminino,47,Não,Não,Não,0,Sim,2 Anos,Cartão de Crédito,18,886,,
Não,73,538,1095.7,0.0,0.0,Não,Não,0.0,2,3,Sim,0,ND,Masculino,37,Não,Não,Não,0,Sim,2 Anos,Cartão de Crédito,51,3752,,
Não,20,61,139.5,0.0,0.0,Não,Não,0.0,2,0,Não,0,NV,Feminino,47,Não,Não,Não,0,Não,Mensal,Cartão de Crédito,12,234,,
Não,9,34,86.3,0.0,0.0,Não,Não,0.0,2,3,Sim,0,CO,Masculino,39,Não,Não,Não,0,Sim,Mensal,Débito Automático,40,343,,
Não,2,8,17.3,0.0,0.0,Não,Não,0.0,2,6,Sim,0,MO,Masculino,59,Não,Não,Não,0,Não,Mensal,Cartão de Crédito,45,87,,
Não,40,196,634.5,0.0,0.0,Não,Não,0.0,1,4,Sim,0,MA,Feminino,59,Não,Não,Não,0,Não,Mensal,Cartão de Crédito,27,1083,,
Não,69,504,825.1,0.0,0.0,Não,Não,0.0,2,1,Sim,0,NY,Masculino,54,Não,Não,Não,0,Sim,Anual,Débito Automático,41,2793,,
Não,12,61,166.5,0.0,0.0,Não,Não,0.0,2,7,Sim,0,NH,Masculino,81,Não,Sim,Não,0,Não,2 Anos,Débito Automático,29,344,,
Não,53,167,424.8,106.0,720.8,Sim,Sim,0.0,1,17,Não,18,GA,Masculino,24,Sim,Não,Não,0,Não,Anual,Cartão de Crédito,28,1471,,
Não,33,130,364.3,0.0,0.0,Não,Não,0.0,0,1,Sim,0,MN,Masculino,38,Não,Não,Não,0,Sim,Mensal,Débito Automático,51,1688,,
Não,48,238,675.5,0.0,0.0,Não,Não,0.0,2,17,Sim,0,MI,Feminino,19,Sim,Não,Não,0,Não,Mensal,Débito Automático,27,1288,,
Não,38,143,338.1,0.0,0.0,Não,Não,0.0,1,0,Não,0,ID,Masculino,58,Não,Não,Não,0,Não,2 Anos,Débito Automático,16,596,,
Não,3,7,16.3,0.0,0.0,Não,Não,0.0,2,0,Não,0,CT,Feminino,62,Não,Não,Não,0,Não,Mensal,Débito Automático,11,36,,
Não,33,70,164.4,0.0,0.0,Não,Não,0.0,1,2,Sim,0,LA,Feminino,40,Não,Não,Não,0,Não,Anual,Débito Automático,26,846,,
Não,43,213,555.9,0.0,0.0,Não,Não,0.0,1,5,Sim,0,TX,Masculino,48,Não,Não,Não,0,Não,Mensal,Cartão de Crédito,40,1690,,
Não,71,264,643.1,71.0,1079.2,Sim,Sim,0.0,3,7,Sim,0,CA,Feminino,62,Não,Não,Não,0,Sim,2 Anos,Débito Automático,78,5574,,
Não,70,483,1124.1,0.0,0.0,Não,Não,0.0,1,2,Sim,0,WY,Feminino,51,Não,Não,Não,0,Sim,2 Anos,Débito Automático,31,2156,,
Não,42,164,460.5,0.0,0.0,Não,Não,0.0,0,0,Não,0,CA,Masculino,43,Não,Não,Não,0,Não,Anual,Débito Automático,8,353,,
Não,1,3,8.0,0.0,0.0,Não,Não,0.0,1,0,Não,0,WA,Masculino,26,Sim,Não,Não,0,Não,Mensal,Cartão de Crédito,7,7,,
Não,11,46,169.0,0.0,0.0,Não,Não,0.0,0,24,Sim,0,MS,Feminino,25,Sim,Não,Não,0,Não,Anual,Cartão de Crédito,46,517,,
Não,30,105,211.4,0.0,0.0,Não,Não,0.0,3,6,Sim,0,OH,Masculino,42,Não,Não,Não,0,Não,Mensal,Débito Automático,30,904,,
Não,69,130,415.6,0.0,0.0,Não,Não,0.0,1,27,Sim,0,RI,Feminino,26,Sim,Não,Não,0,Não,2 Anos,Débito Automático,38,2628,,
Não,1,4,12.0,0.0,0.0,Não,Não,0.0,3,3,Sim,0,IN,Masculino,44,Não,Não,Não,0,Não,Mensal,Cartão de Crédito,18,18,,
Não,42,156,464.3,0.0,0.0,Não,Não,0.0,0,2,Sim,0,OH,Masculino,47,Não,Não,Não,0,Sim,2 Anos,Cartão de Crédito,23,964,,
Não,22,105,222.3,0.0,0.0,Não,Não,0.0,2,0,Não,0,GA,Masculino,66,Não,Sim,Não,0,Não,Anual,Cheque,12,259,,
Não,1,1,5.0,0.0,0.0,Não,Não,0.0,0,0,Não,0,CT,Feminino,39,Não,Não,Não,0,Não,Mensal,Cheque,13,13,,
Não,55,428,884.6,0.0,0.0,Não,Não,0.0,0,17,Sim,0,AL,Feminino,27,Sim,Não,Não,0,Não,Mensal,Cartão de Crédito,53,2946,,
Não,55,192,498.2,0.0,0.0,Não,Não,0.0,2,15,Sim,0,WY,Feminino,21,Sim,Não,Não,0,Sim,2 Anos,Débito Automático,34,1869,,
Não,7,20,54.8,35.0,84.0,Sim,Sim,0.0,0,28,Sim,0,VA,Feminino,33,Não,Não,Não,0,Não,Mensal,Débito Automático,30,208,,
Não,21,129,247.4,0.0,0.0,Não,Não,0.0,0,8,Sim,0,MT,Feminino,59,Não,Não,Não,0,Sim,Anual,Cheque,39,808,,
Não,29,180,378.9,0.0,0.0,Não,Não,0.0,0,4,Sim,0,MA,Masculino,74,Não,Sim,Não,0,Sim,2 Anos,Débito Automático,27,799,,
Não,3,16,41.0,0.0,0.0,Não,Não,0.0,0,5,Sim,0,VA,Masculino,48,Não,Não,Não,0,Não,Mensal,Cheque,30,87,,
Não,11,58,146.0,0.0,0.0,Não,Não,0.0,0,25,Sim,0,NM,Masculino,27,Sim,Não,Não,0,Sim,Mensal,Débito Automático,34,378,,
Não,62,289,558.0,248.0,675.8,Sim,Sim,0.0,1,3,Sim,0,AR,Feminino,42,Não,Não,Não,0,Sim,Anual,Cartão de Crédito,62,3834,,
Não,18,100,293.7,0.0,0.0,Não,Não,0.0,1,0,Não,0,NE,Masculino,41,Não,Não,Não,0,Não,Mensal,Débito Automático,9,159,,
Não,46,83,231.2,0.0,0.0,Não,Não,0.0,1,6,Sim,0,IA,Feminino,44,Não,Não,Não,0,Sim,Anual,Débito Automático,53,2440,,
Não,21,58,165.3,0.0,0.0,Não,Não,0.0,2,2,Sim,0,SC,Masculino,49,Não,Não,Não,0,Não,Mensal,Débito Automático,37,757,,
Não,62,100,248.3,0.0,0.0,Não,Não,0.0,0,0,Não,0,NC,Masculino,44,Não,Não,Não,0,Não,2 Anos,Débito Automático,12,750,,
Não,1,8,14.0,3.0,11.1,Sim,Sim,0.0,0,10,Sim,0,HI,Feminino,21,Sim,Não,Não,0,Não,Mensal,Débito Automático,26,26,,
Não,24,72,168.7,0.0,0.0,Não,Não,0.0,0,27,Sim,0,UT,Feminino,26,Sim,Não,Não,0,Sim,Mensal,Débito Automático,28,681,,
Não,51,374,772.3,0.0,0.0,Não,Não,0.0,0,11,Não,72,WI,Masculino,30,Não,Não,Não,0,Sim,Anual,Débito Automático,45,2323,,
Não,57,81,229.4,171.0,752.4,Sim,Sim,0.0,1,5,Sim,0,FL,Feminino,36,Não,Não,Não,0,Sim,2 Anos,Débito Automático,34,1954,,
Não,15,34,88.4,0.0,0.0,Não,Não,0.0,0,0,Não,0,KS,Feminino,50,Não,Não,Não,0,Não,2 Anos,Débito Automático,15,225,,
Não,73,286,801.3,73.0,576.7,Sim,Sim,0.0,1,12,Sim,0,NV,Feminino,27,Sim,Não,Não,0,Sim,2 Anos,Débito Automático,38,2760,,
Não,28,149,444.6,0.0,0.0,Não,Não,0.0,0,17,Sim,0,VA,Masculino,25,Sim,Não,Não,0,Sim,Mensal,Cartão de Crédito,47,1311,,
Não,14,64,148.8,0.0,0.0,Não,Não,0.0,1,0,Não,0,MO,Feminino,50,Não,Não,Não,0,Não,Anual,Cheque,7,95,,
Não,58,140,349.9,0.0,0.0,Não,Não,0.0,2,4,Não,10,ND,Feminino,76,Não,Sim,Não,0,Sim,Anual,Débito Automático,62,3632,,
Não,62,297,861.8,0.0,0.0,Não,Não,0.0,2,7,Sim,0,IL,Feminino,48,Não,Não,Não,0,Sim,2 Anos,Cheque,31,1914,,
Não,21,66,167.1,0.0,0.0,Não,Não,0.0,0,26,Sim,0,NY,Feminino,33,Não,Não,Não,0,Sim,Anual,Débito Automático,23,474,,
Não,2,4,11.0,0.0,0.0,Não,Não,0.0,2,16,Sim,0,NV,Feminino,28,Sim,Não,Não,0,Sim,Mensal,Débito Automático,27,50,,
Não,1,5,15.0,0.0,0.0,Não,Não,0.0,2,2,Sim,0,AL,Feminino,41,Não,Não,Não,0,Não,Mensal,Cartão de Crédito,17,17,,
Não,4,36,53.7,28.0,53.2,Sim,Sim,0.0,2,5,Sim,0,KS,Masculino,61,Não,Não,Não,0,Sim,Mensal,Débito Automático,52,185,,
Não,19,101,170.5,0.0,0.0,Não,Não,0.0,1,0,Não,0,ND,Feminino,48,Não,Não,Não,0,Não,Anual,Cartão de Crédito,10,194,,
Não,74,194,588.4,0.0,0.0,Não,Não,0.0,0,1,Sim,0,OH,Masculino,80,Não,Sim,Não,0,Sim,2 Anos,Cartão de Crédito,43,3195,,
Não,56,221,446.3,0.0,0.0,Não,Não,0.0,1,0,Não,0,WY,Masculino,34,Não,Não,Não,0,Não,2 Anos,Cartão de Crédito,7,383,,
Não,5,16,30.6,0.0,0.0,Não,Não,0.0,1,0,Não,0,NM,Feminino,58,Não,Não,Não,0,Não,Anual,Débito Automático,10,53,,
Não,70,418,913.0,0.0,0.0,Não,Não,0.0,2,5,Sim,0,AL,Masculino,72,Não,Sim,Não,0,Sim,2 Anos,Cartão de Crédito,34,2405,,
Não,49,259,643.3,0.0,0.0,Não,Não,0.0,1,2,Sim,0,DC,Feminino,57,Não,Não,Não,0,Sim,Anual,Cartão de Crédito,51,2546,,
Não,2,11,23.9,0.0,0.0,Não,Não,0.0,2,14,Não,6,AR,Masculino,65,Não,Sim,Não,0,Não,Mensal,Cartão de Crédito,27,60,,
Não,74,137,294.7,0.0,0.0,Não,Não,0.0,1,2,Sim,0,WA,Masculino,45,Não,Não,Não,0,Sim,2 Anos,Débito Automático,73,5375,,
Não,30,121,326.5,0.0,0.0,Não,Não,0.0,0,30,Sim,0,UT,Feminino,29,Sim,Não,Não,0,Não,Mensal,Débito Automático,11,341,,
Não,71,170,424.5,0.0,0.0,Não,Não,0.0,0,6,Sim,0,NC,Masculino,31,Não,Não,Não,0,Sim,2 Anos,Cartão de Crédito,41,2906,,
Não,56,183,563.3,0.0,0.0,Não,Não,0.0,1,6,Sim,0,NY,Masculino,76,Não,Sim,Não,0,Sim,2 Anos,Débito Automático,45,2540,,
Não,58,202,642.7,0.0,0.0,Não,Não,0.0,1,0,Não,0,TX,Masculino,37,Não,Não,Não,0,Não,Anual,Cheque,12,711,,
Não,26,135,342.0,0.0,0.0,Não,Não,0.0,2,0,Não,0,MS,Feminino,24,Sim,Não,Não,0,Não,Anual,Cheque,10,269,,
Não,67,201,534.3,0.0,0.0,Não,Não,0.0,2,14,Sim,0,LA,Masculino,23,Sim,Não,Não,0,Não,Mensal,Débito Automático,24,1623,,
Não,17,130,276.5,0.0,0.0,Não,Não,0.0,1,8,Sim,0,FL,Feminino,50,Não,Não,Não,0,Sim,Anual,Cheque,35,601,,
Não,18,64,125.7,0.0,0.0,Não,Não,0.0,2,23,Sim,0,WV,Feminino,19,Sim,Não,Não,0,Não,Anual,Débito Automático,34,615,,
Não,35,85,139.9,0.0,0.0,Não,Não,0.0,1,15,Não,0,NY,Feminino,28,Sim,Não,Não,0,Sim,Anual,Débito Automático,45,1584,,
Não,33,264,535.7,0.0,0.0,Não,Não,0.0,2,3,Sim,0,IN,Masculino,77,Não,Sim,Não,0,Sim,Anual,Débito Automático,52,1753,,
Não,8,13,33.0,24.0,54.4,Sim,Sim,0.0,0,0,Não,0,OR,Masculino,37,Não,Não,Não,0,Não,Mensal,Débito Automático,9,70,,
Não,68,147,473.1,0.0,0.0,Não,Não,0.0,2,4,Sim,0,UT,Feminino,47,Não,Não,Não,0,Sim,2 Anos,Débito Automático,53,3606,,
Não,50,329,802.0,0.0,0.0,Não,Não,0.0,1,4,Sim,0,CT,Feminino,55,Não,Não,Não,0,Sim,Anual,Cheque,63,3169,,
Não,12,52,185.3,0.0,0.0,Não,Não,0.0,1,0,Não,0,AL,Masculino,62,Não,Não,Não,0,Não,Anual,Cartão de Crédito,7,77,,
Não,68,391,1014.1,0.0,0.0,Não,Não,0.0,0,9,Sim,0,MS,Feminino,49,Não,Não,Não,0,Sim,2 Anos,Débito Automático,21,1445,,
Não,65,380,979.1,0.0,0.0,Não,Não,0.0,0,8,Sim,0,AR,Feminino,73,Não,Sim,Não,0,Sim,2 Anos,Débito Automático,58,3804,,
Sim,66,306,795.4,0.0,0.0,Não,Não,0.0,0,1,Sim,0,CA,Feminino,34,Não,Não,Não,0,Sim,2 Anos,Cartão de Crédito,43,2849,,
Não,73,148,365.8,0.0,0.0,Não,Não,0.0,0,6,Sim,0,MI,Feminino,39,Não,Não,Não,0,Sim,2 Anos,Cartão de Crédito,41,3027,,
Não,18,103,219.9,0.0,0.0,Não,Não,0.0,0,5,Sim,0,WV,Masculino,75,Não,Sim,Não,0,Não,2 Anos,Débito Automático,42,762,,
Não,73,168,507.5,0.0,0.0,Não,Não,0.0,0,3,Não,18,DE,Masculino,47,Não,Não,Não,0,Não,2 Anos,Débito Automático,44,3172,,
Não,70,384,982.1,0.0,0.0,Não,Não,0.0,0,7,Sim,0,FL,Feminino,68,Não,Sim,Não,0,Sim,2 Anos,Cartão de Crédito,25,1766,,
Não,33,112,368.3,0.0,0.0,Não,Não,0.0,0,15,Sim,0,NH,Masculino,66,Não,Sim,Não,0,Não,Anual,Débito Automático,24,803,,
Não,24,71,141.1,0.0,0.0,Não,Não,0.0,0,11,Sim,0,MA,Feminino,27,Sim,Não,Não,0,Não,2 Anos,Cartão de Crédito,19,436,,
Não,57,216,510.4,0.0,0.0,Não,Não,0.0,0,0,Não,0,SC,Masculino,58,Não,Não,Não,0,Não,Anual,Débito Automático,10,556,,
Não,70,110,281.4,0.0,0.0,Não,Não,0.0,0,3,Sim,0,OR,Feminino,70,Não,Sim,Não,0,Não,2 Anos,Débito Automático,43,3013,,
Não,4,10,25.0,0.0,0.0,Não,Não,0.0,0,1,Não,4,OH,Masculino,43,Não,Não,Não,0,Não,Mensal,Débito Automático,39,163,,
Não,56,225,722.2,0.0,0.0,Não,Não,0.0,0,8,Sim,0,WA,Masculino,59,Não,Não,Não,0,Não,Mensal,Cartão de Crédito,24,1349,,
Não,24,168,379.0,0.0,0.0,Não,Não,0.0,0,6,Sim,0,WV,Masculino,36,Não,Não,Não,0,Não,2 Anos,Cartão de Crédito,38,910,,
Não,41,135,450.8,0.0,0.0,Não,Não,0.0,0,13,Sim,0,RI,Feminino,28,Sim,Não,Não,0,Sim,Anual,Cartão de Crédito,36,1492,,
Não,5,34,78.0,0.0,0.0,Não,Não,0.0,0,3,Sim,0,KS,Masculino,83,Não,Sim,Não,0,Não,2 Anos,Cartão de Crédito,34,176,,
Não,27,66,217.5,0.0,0.0,Não,Não,0.0,0,5,Não,19,NV,Masculino,25,Sim,Não,Não,0,Sim,Anual,Cartão de Crédito,22,591,,
Não,1,5,12.0,0.0,0.0,Não,Não,0.0,0,5,Sim,0,NE,Feminino,54,Não,Não,Não,0,Não,Mensal,Débito Automático,58,58,,
Não,71,209,427.8,0.0,0.0,Não,Não,0.0,0,6,Sim,0,FL,Feminino,53,Não,Não,Não,0,Não,2 Anos,Cartão de Crédito,17,1219,,
Não,72,349,864.2,0.0,0.0,Não,Não,0.0,0,5,Sim,0,WY,Feminino,79,Não,Sim,Não,0,Sim,2 Anos,Cartão de Crédito,43,3072,,
Não,41,71,203.9,0.0,0.0,Não,Não,0.0,0,0,Não,0,CO,Masculino,47,Não,Não,Não,0,Não,Anual,Débito Automático,14,553,,
Não,66,350,730.1,0.0,0.0,Não,Não,0.0,0,7,Sim,0,WI,Feminino,70,Não,Sim,Não,0,Não,2 Anos,Débito Automático,48,3211,,
Não,69,297,618.6,0.0,0.0,Não,Não,0.0,0,2,Não,27,RI,Feminino,55,Não,Não,Não,0,Sim,2 Anos,Débito Automático,48,3303,,
Não,42,120,295.8,0.0,0.0,Não,Não,0.0,0,0,Não,0,CO,Feminino,47,Não,Não,Não,0,Não,2 Anos,Cartão de Crédito,12,502,,
Não,12,21,47.1,0.0,0.0,Não,Não,0.0,0,2,Sim,0,FL,Feminino,37,Não,Não,Não,0,Não,Mensal,Cartão de Crédito,24,286,,
Não,15,49,120.4,0.0,0.0,Não,Não,0.0,0,0,Não,0,VT,Feminino,62,Não,Não,Não,0,Não,Anual,Cartão de Crédito,12,175,,
Não,10,46,102.7,0.0,0.0,Não,Não,0.0,0,4,Sim,0,OH,Masculino,34,Não,Não,Não,0,Sim,Mensal,Débito Automático,32,331,,
Não,68,615,945.1,0.0,0.0,Não,Não,0.0,0,0,Não,0,NH,Feminino,50,Não,Não,Não,0,Não,Anual,Débito Automático,8,521,,
Não,72,385,864.6,576.0,640.8,Sim,Sim,0.0,0,5,Não,59,RI,Masculino,67,Não,Sim,Não,0,Sim,2 Anos,Débito Automático,47,3367,,
Não,72,471,1158.1,0.0,0.0,Não,Não,0.0,0,6,Sim,0,FL,Masculino,78,Não,Sim,Não,0,Sim,2 Anos,Débito Automático,55,3982,,
Não,15,85,230.9,0.0,0.0,Não,Não,0.0,0,24,Sim,0,WY,Feminino,28,Sim,Não,Não,0,Sim,Anual,Cartão de Crédito,25,380,,
Não,60,119,361.0,0.0,0.0,Não,Não,0.0,0,6,Sim,0,FL,Feminino,31,Não,Não,Não,0,Sim,Anual,Cartão de Crédito,48,2900,,
Não,57,83,229.2,171.0,410.4,Sim,Sim,0.0,0,5,Sim,0,TN,Masculino,61,Não,Não,Não,0,Sim,Anual,Cartão de Crédito,30,1738,,
Não,8,12,31.0,0.0,0.0,Não,Não,0.0,0,0,Não,0,NC,Feminino,30,Não,Não,Não,0,Não,2 Anos,Cartão de Crédito,9,73,,
Não,50,155,545.0,0.0,0.0,Não,Não,0.0,0,21,Não,21,IA,Feminino,21,Sim,Não,Não,0,Não,Mensal,Cartão de Crédito,34,1688,,
Não,67,211,536.7,0.0,0.0,Não,Não,0.0,0,6,Sim,0,GA,Masculino,49,Não,Não,Não,0,Sim,2 Anos,Débito Automático,70,4692,,
Não,52,284,734.7,0.0,0.0,Não,Não,0.0,0,2,Sim,0,UT,Masculino,84,Não,Sim,Não,0,Sim,Anual,Débito Automático,50,2637,,
Não,71,264,643.4,0.0,0.0,Não,Não,0.0,0,9,Sim,0,MS,Feminino,25,Sim,Não,Não,0,Sim,2 Anos,Cartão de Crédito,62,4397,,
Não,40,70,160.6,0.0,0.0,Não,Não,0.0,0,0,Não,0,AR,Feminino,45,Não,Não,Não,0,Não,2 Anos,Débito Automático,12,481,,
Não,40,114,401.3,0.0,0.0,Não,Não,0.0,0,8,Sim,0,ME,Feminino,69,Não,Sim,Não,0,Não,2 Anos,Débito Automático,40,1601,,
Não,29,63,116.5,0.0,0.0,Não,Não,0.0,0,0,Não,0,CT,Masculino,32,Não,Não,Não,0,Não,Anual,Cartão de Crédito,13,367,,
Não,43,93,345.3,0.0,0.0,Não,Não,0.0,0,3,Sim,0,VT,Feminino,80,Não,Sim,Não,0,Sim,2 Anos,Débito Automático,69,2969,,
Não,7,25,98.9,0.0,0.0,Não,Não,0.0,0,5,Sim,0,TN,Feminino,66,Não,Sim,Não,0,Não,2 Anos,Débito Automático,28,197,,
Não,71,188,499.2,0.0,0.0,Não,Não,0.0,0,0,Não,0,OR,Masculino,70,Não,Sim,Não,0,Não,2 Anos,Cartão de Crédito,12,858,,
Não,9,48,117.9,0.0,0.0,Não,Não,0.0,0,8,Sim,0,MS,Feminino,71,Não,Sim,Não,0,Não,2 Anos,Cartão de Crédito,48,435,,
Não,9,47,117.4,0.0,0.0,Não,Não,0.0,0,2,Sim,0,NM,Masculino,75,Não,Sim,Não,0,Sim,2 Anos,Cartão de Crédito,30,270,,
Não,5,16,44.4,0.0,0.0,Não,Não,0.0,0,8,Não,4,NE,Feminino,40,Não,Não,Não,0,Não,Mensal,Cartão de Crédito,30,148,,
Não,54,106,217.5,0.0,0.0,Não,Não,0.0,0,25,Sim,0,VA,Feminino,29,Sim,Não,Não,0,Sim,2 Anos,Cartão de Crédito,39,2101,,
Não,72,152,501.0,216.0,655.2,Sim,Sim,0.0,0,10,Sim,0,NJ,Masculino,55,Não,Não,Não,0,Sim,2 Anos,Débito Automático,39,2773,,
Não,1,4,13.0,0.0,0.0,Não,Não,0.0,0,8,Sim,0,KY,Masculino,78,Não,Sim,Não,0,Não,2 Anos,Débito Automático,16,16,,
Não,47,212,662.8,0.0,0.0,Não,Não,0.0,0,1,Sim,0,MN,Feminino,62,Não,Não,Não,0,Não,2 Anos,Cartão de Crédito,28,1334,,
Não,8,23,57.7,0.0,0.0,Não,Não,0.0,0,1,Não,0,PA,Feminino,52,Não,Não,Não,0,Não,Mensal,Débito Automático,41,334,,
Não,72,290,794.4,0.0,0.0,Não,Não,0.0,0,2,Sim,0,WV,Masculino,63,Não,Não,Não,0,Sim,2 Anos,Cartão de Crédito,59,4281,,
Não,67,431,867.5,603.0,737.0,Sim,Não,147.4,0,6,Sim,0,OK,Masculino,39,Não,Não,Não,0,Não,Anual,Cartão de Crédito,35,2355,,
Não,3,11,28.6,15.0,18.0,Sim,Não,4.5,0,7,Sim,0,DE,Feminino,51,Não,Não,Não,0,Não,Mensal,Débito Automático,39,113,,
Não,9,43,135.7,27.0,98.1,Sim,Não,24.5,0,8,Sim,0,MI,Feminino,40,Não,Não,Não,0,Não,Anual,Cartão de Crédito,36,327,,
Não,58,274,867.3,232.0,516.2,Sim,Sim,0.0,0,5,Não,29,UT,Masculino,37,Não,Não,Não,0,Não,2 Anos,Cartão de Crédito,55,3169,,
Não,70,387,1051.4,140.0,945.0,Sim,Não,315.0,0,4,Sim,0,IL,Masculino,35,Não,Não,Não,0,Sim,2 Anos,Débito Automático,37,2627,,
Não,20,60,219.9,60.0,184.0,Sim,Não,92.0,0,0,Não,0,NM,Masculino,28,Sim,Não,Não,0,Não,Anual,Cartão de Crédito,12,240,,
Não,72,350,1004.2,288.0,835.2,Sim,Não,167.0,0,4,Sim,0,VA,Feminino,60,Não,Não,Não,0,Sim,2 Anos,Débito Automático,46,3287,,
Não,36,50,144.9,144.0,252.0,Sim,Não,126.0,0,10,Sim,0,MT,Masculino,65,Não,Sim,Não,0,Não,Anual,Débito Automático,35,1253,,
Não,4,23,45.9,16.0,51.6,Sim,Sim,0.0,0,0,Não,0,CT,Masculino,28,Sim,Não,Não,0,Não,Mensal,Cartão de Crédito,8,29,,
Não,63,314,688.7,252.0,737.1,Sim,Não,245.7,0,7,Sim,0,ND,Masculino,38,Não,Não,Não,0,Sim,2 Anos,Cartão de Crédito,36,2243,,
Não,65,179,847.6,130.0,1007.5,Sim,Não,335.8,0,5,Sim,0,AR,Feminino,74,Não,Sim,Não,0,Sim,2 Anos,Débito Automático,58,3803,,
Não,71,155,356.8,142.0,994.0,Sim,Não,198.8,0,27,Sim,0,AZ,Feminino,21,Sim,Não,Não,0,Sim,Anual,Cartão de Crédito,43,3080,,
Não,24,64,168.8,24.0,225.6,Sim,Não,56.4,0,1,Sim,0,NY,Feminino,72,Não,Sim,Não,0,Sim,2 Anos,Cartão de Crédito,35,834,,
Não,34,116,270.7,204.0,285.6,Sim,Não,95.2,0,2,Sim,0,KY,Feminino,67,Não,Sim,Não,0,Sim,2 Anos,Débito Automático,65,2192,,
Não,58,439,866.3,116.0,516.2,Sim,Não,129.1,0,2,Sim,0,AL,Feminino,50,Não,Não,Não,0,Não,Anual,Débito Automático,39,2255,,
Não,27,117,355.8,54.0,194.4,Sim,Não,38.9,0,0,Não,0,IN,Feminino,60,Não,Não,Não,0,Não,Anual,Cartão de Crédito,12,325,,
Não,46,219,503.2,184.0,483.0,Sim,Não,96.6,0,6,Não,26,FL,Feminino,48,Não,Não,Não,0,Sim,Anual,Cartão de Crédito,32,1476,,
Não,16,48,114.5,64.0,160.0,Sim,Não,53.3,0,2,Sim,0,AL,Masculino,67,Não,Sim,Não,0,Não,2 Anos,Cartão de Crédito,53,873,,
Não,5,20,49.2,10.0,50.0,Sim,Sim,0.0,0,17,Sim,0,MN,Masculino,26,Sim,Não,Não,0,Sim,Mensal,Cartão de Crédito,23,115,,
Não,68,394,1092.2,476.0,482.8,Sim,Não,241.4,0,11,Sim,0,LA,Feminino,45,Não,Não,Não,0,Sim,2 Anos,Débito Automático,65,4468,,
